Area,Item,Year,Unit,Value
Japan,Coconut Oil,2015,kcal/capita/day,7.53
Japan,Coconut Oil,2016,kcal/capita/day,6.41
Japan,Coconut Oil,2017,kcal/capita/day,6.39
Japan,Coconut Oil,2018,kcal/capita/day,6.11
Japan,Coconut Oil,2019,kcal/capita/day,5.93
Japan,Coconut Oil,2020,kcal/capita/day,5.65
Japan,Olive Oil,2010,kcal/capita/day,7.47
Japan,Olive Oil,2011,kcal/capita/day,6.83
Japan,Olive Oil,2012,kcal/capita/day,8.74
Japan,Olive Oil,2013,kcal/capita/day,9.65
Japan,Olive Oil,2014,kcal/capita/day,10.38
Japan,Olive Oil,2015,kcal/capita/day,10.81
Japan,Olive Oil,2016,kcal/capita/day,10.49
Japan,Olive Oil,2017,kcal/capita/day,10.41
Japan,Olive Oil,2018,kcal/capita/day,10.62
Japan,Olive Oil,2019,kcal/capita/day,13.33
Japan,Olive Oil,2020,kcal/capita/day,13.18
Japan,Ricebran Oil,2010,kcal/capita/day,3.77
Japan,Ricebran Oil,2011,kcal/capita/day,4.33
Japan,Ricebran Oil,2012,kcal/capita/day,3.96
Japan,Ricebran Oil,2013,kcal/capita/day,4.15
Japan,Ricebran Oil,2014,kcal/capita/day,4.16
Japan,Ricebran Oil,2015,kcal/capita/day,4.16
Japan,Ricebran Oil,2016,kcal/capita/day,4.17
Japan,Ricebran Oil,2017,kcal/capita/day,4.18
Japan,Ricebran Oil,2018,kcal/capita/day,4.19
Japan,Ricebran Oil,2019,kcal/capita/day,3.97
Japan,Ricebran Oil,2020,kcal/capita/day,3.94
Japan,Maize Germ Oil,2010,kcal/capita/day,15.65
Japan,Maize Germ Oil,2011,kcal/capita/day,15.65
Japan,Maize Germ Oil,2012,kcal/capita/day,15.69
Japan,Maize Germ Oil,2013,kcal/capita/day,15.75
Japan,Maize Germ Oil,2014,kcal/capita/day,16.01
Japan,Maize Germ Oil,2015,kcal/capita/day,16.04
Japan,Maize Germ Oil,2016,kcal/capita/day,15.32
Japan,Maize Germ Oil,2017,kcal/capita/day,13.67
Japan,Maize Germ Oil,2018,kcal/capita/day,15.17
Japan,Maize Germ Oil,2019,kcal/capita/day,14.54
Japan,Maize Germ Oil,2020,kcal/capita/day,13.32
Japan,"Oilcrops Oil, Other",2010,kcal/capita/day,60.86
Japan,"Oilcrops Oil, Other",2011,kcal/capita/day,60.57
Japan,"Oilcrops Oil, Other",2012,kcal/capita/day,60.78
Japan,"Oilcrops Oil, Other",2013,kcal/capita/day,60.34
Japan,"Oilcrops Oil, Other",2014,kcal/capita/day,60.61
Japan,"Oilcrops Oil, Other",2015,kcal/capita/day,60.54
Japan,"Oilcrops Oil, Other",2016,kcal/capita/day,60.23
Japan,"Oilcrops Oil, Other",2017,kcal/capita/day,60.18
Japan,"Oilcrops Oil, Other",2018,kcal/capita/day,60.28
Japan,"Oilcrops Oil, Other",2019,kcal/capita/day,65.66
Japan,"Oilcrops Oil, Other",2020,kcal/capita/day,63.68
Mexico,"Oilcrops, Other",2010,kcal/capita/day,0
Mexico,"Oilcrops, Other",2011,kcal/capita/day,0
Mexico,"Oilcrops, Other",2012,kcal/capita/day,0
Mexico,"Oilcrops, Other",2013,kcal/capita/day,0
Mexico,"Oilcrops, Other",2014,kcal/capita/day,0
Mexico,"Oilcrops, Other",2015,kcal/capita/day,0
Mexico,"Oilcrops, Other",2016,kcal/capita/day,0
Mexico,"Oilcrops, Other",2017,kcal/capita/day,0
Mexico,"Oilcrops, Other",2018,kcal/capita/day,0
Mexico,"Oilcrops, Other",2019,kcal/capita/day,0
Mexico,"Oilcrops, Other",2020,kcal/capita/day,0
Mexico,Soyabean Oil,2010,kcal/capita/day,109.81
Mexico,Soyabean Oil,2011,kcal/capita/day,118.81
Mexico,Soyabean Oil,2012,kcal/capita/day,119.69
Mexico,Soyabean Oil,2013,kcal/capita/day,119.1
Mexico,Soyabean Oil,2014,kcal/capita/day,119.27
Mexico,Soyabean Oil,2015,kcal/capita/day,119.54
Mexico,Soyabean Oil,2016,kcal/capita/day,110.92
Mexico,Soyabean Oil,2017,kcal/capita/day,119.79
Mexico,Soyabean Oil,2018,kcal/capita/day,119.94
Mexico,Soyabean Oil,2019,kcal/capita/day,115.3
Mexico,Soyabean Oil,2020,kcal/capita/day,159.17
